Opp_ID,Account_Name,Industry,Region,Amount,Stage,Lead_Source,Sales_Notes,Created_Date
OPP-37052,"Nguyen, Robinson and Jennings",Retail,APAC,91880,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2026-02-23
OPP-37053,"Tran, Nelson and Wagner",HealthTech,EMEA,227044,Discovery,Partner,They are comparing us to a local competitor in Berlin.,2025-06-27
OPP-37054,Dennis PLC,HealthTech,EMEA,62597,Negotiation,Webinar,"Budget is approved, but they need an API integration for Python.",2026-02-01
OPP-37055,Jackson-Miller,SaaS,EMEA,71701,Closed Won,G2 Review,Decision maker is hesitant about the pricing structure.,2026-01-30
OPP-37056,"Odonnell, Garcia and Michael",AI,EMEA,238620,Closed Lost,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-09-09
OPP-37057,"Vasquez, Allen and Carr",FinTech,APAC,179163,Proposal,G2 Review,Customer requested a 15% discount; Finance approval pending.,2026-02-14
OPP-37058,"Robinson, Smith and Sutton",SaaS,APAC,88814,Closed Won,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-09-10
OPP-37059,"Smith, Austin and Francis",HealthTech,AMER,197932,Qualification,G2 Review,They are comparing us to a local competitor in Berlin.,2025-10-05
OPP-37060,Miller PLC,AI,AMER,30209,Negotiation,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-09-20
OPP-37061,Herman Inc,Retail,AMER,91139,Proposal,Cold Outbound,They are comparing us to a local competitor in Berlin.,2026-01-22
OPP-37062,Jones-Yang,SaaS,APAC,116838,Qualification,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-07-29
OPP-37063,"Powell, Parker and Campbell",AI,EMEA,213122,Proposal,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-04-08
OPP-37064,Thompson Group,SaaS,AMER,182816,Qualification,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-05-17
OPP-37065,Reyes-Mills,HealthTech,APAC,24066,Closed Won,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-11-23
OPP-37066,"Davis, Baker and Walker",AI,EMEA,111002,Proposal,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-10-25
OPP-37067,"Ward, Wilson and Stanton",AI,EMEA,126643,Closed Lost,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-07-27
OPP-37068,"Mitchell, Gutierrez and Lyons",FinTech,EMEA,144373,Closed Won,G2 Review,Decision maker is hesitant about the pricing structure.,2025-10-22
OPP-37069,"Thornton, Richardson and Peterson",FinTech,AMER,107855,Discovery,Cold Outbound,They are comparing us to a local competitor in Berlin.,2026-02-26
OPP-37070,Hoffman Ltd,HealthTech,EMEA,83418,Discovery,Partner,Technical gap: missing multi-currency support in the dashboard.,2026-03-04
OPP-37071,Weaver and Sons,Retail,EMEA,32291,Negotiation,Partner,"Budget is approved, but they need an API integration for Python.",2025-07-04
OPP-37072,"Daniel, Hill and Armstrong",HealthTech,AMER,177073,Qualification,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-04-17
OPP-37073,"Davis, Morgan and Baird",SaaS,AMER,240686,Qualification,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2026-01-09
OPP-37074,"Rodgers, Knight and Butler",Retail,AMER,210300,Qualification,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-07-29
OPP-37075,Austin Inc,HealthTech,AMER,70960,Proposal,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-05-09
OPP-37076,Aguilar Ltd,Retail,APAC,159577,Discovery,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-04-15
OPP-37077,"Castaneda, Hill and Steele",Logistics,APAC,169746,Discovery,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-06-09
OPP-37078,"Bowen, Elliott and Medina",AI,APAC,71806,Closed Lost,G2 Review,"Budget is approved, but they need an API integration for Python.",2026-01-14
OPP-37079,"Moreno, Brown and Matthews",HealthTech,EMEA,19580,Proposal,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-11-03
OPP-37080,Coleman-Anderson,Retail,AMER,46510,Negotiation,Webinar,"Budget is approved, but they need an API integration for Python.",2025-04-27
OPP-37081,"Stafford, Beck and Pennington",Logistics,APAC,231927,Closed Lost,G2 Review,"Budget is approved, but they need an API integration for Python.",2025-04-15
OPP-37082,"Greene, Roberts and Erickson",Logistics,APAC,100222,Qualification,Webinar,"Budget is approved, but they need an API integration for Python.",2025-10-20
OPP-37083,Johnson-Franco,AI,AMER,136103,Discovery,Webinar,"Highly motivated, looking to close by the end of Q3.",2026-03-14
OPP-37084,Stephens PLC,HealthTech,APAC,229525,Discovery,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-10-30
OPP-37085,"Howard, Kim and Mejia",SaaS,AMER,185926,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-10-14
OPP-37086,Davis-Barr,AI,AMER,151217,Closed Won,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-06-14
OPP-37087,"Russo, Jordan and Smith",Retail,AMER,234811,Negotiation,Partner,Technical gap: missing multi-currency support in the dashboard.,2026-02-24
OPP-37088,"Chaney, Mckay and Wilson",Retail,EMEA,134792,Closed Won,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-08-16
OPP-37089,Gordon LLC,FinTech,AMER,104038,Discovery,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-10-13
OPP-37090,Miller Inc,SaaS,AMER,127771,Qualification,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-07-01
OPP-37091,Graham Ltd,HealthTech,APAC,115717,Negotiation,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-06-19
OPP-37092,Haynes-Watts,Logistics,EMEA,60257,Closed Lost,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-09-15
OPP-37093,Frazier-Johnson,Retail,AMER,153874,Negotiation,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-07-17
OPP-37094,Gibbs Group,AI,EMEA,90900,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-04-07
OPP-37095,Cordova-Snyder,SaaS,APAC,229586,Closed Lost,Webinar,They are comparing us to a local competitor in Berlin.,2025-08-10
OPP-37096,Ortiz-Cox,FinTech,EMEA,101123,Negotiation,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-11-02
OPP-37097,Wilson and Sons,Logistics,AMER,207583,Closed Won,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-05-20
OPP-37098,Carter-White,SaaS,AMER,30741,Negotiation,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-09-09
OPP-37099,"Welch, Johnson and Williams",FinTech,AMER,135415,Proposal,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-08-01
OPP-37100,"Cameron, Fernandez and Stout",FinTech,EMEA,124062,Proposal,Partner,They are comparing us to a local competitor in Berlin.,2025-11-24
OPP-37101,"Holland, Collins and Miles",FinTech,AMER,227482,Negotiation,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-03-31
OPP-37102,"Ortiz, Rhodes and Gonzalez",FinTech,APAC,211162,Qualification,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-10-03
OPP-37103,Smith-Hardy,Retail,EMEA,225362,Closed Lost,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-10-29
OPP-37104,"Parker, Ward and Aguirre",FinTech,EMEA,71638,Discovery,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-04-22
OPP-37105,Hill and Sons,HealthTech,EMEA,122603,Closed Won,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-05-22
OPP-37106,Coleman-Townsend,HealthTech,AMER,156969,Closed Lost,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-08-17
OPP-37107,Lopez PLC,Logistics,APAC,135854,Proposal,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-12-24
OPP-37108,"Richardson, Diaz and Carr",Logistics,EMEA,74806,Discovery,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-10-08
OPP-37109,Hernandez and Sons,Logistics,AMER,141302,Proposal,Webinar,"Budget is approved, but they need an API integration for Python.",2025-04-13
OPP-37110,Gardner and Sons,SaaS,EMEA,123099,Discovery,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-10-10
OPP-37111,"Ortiz, Caldwell and Jackson",HealthTech,APAC,219804,Closed Lost,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-04-25
OPP-37112,"Santana, Davis and Garcia",FinTech,EMEA,157505,Closed Lost,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-11-01
OPP-37113,"Carter, Simmons and Rodriguez",SaaS,EMEA,158439,Discovery,Partner,Technical gap: missing multi-currency support in the dashboard.,2026-02-24
OPP-37114,Meza-Dawson,Logistics,AMER,30014,Qualification,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-10-23
OPP-37115,"Arias, Schultz and Taylor",AI,EMEA,122162,Closed Lost,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-10-03
OPP-37116,"Johnson, Dyer and Harris",FinTech,EMEA,15303,Negotiation,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-04-01
OPP-37117,James PLC,FinTech,AMER,176966,Discovery,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-10-27
OPP-37118,"George, Barrett and Powell",HealthTech,AMER,232202,Qualification,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-03-15
OPP-37119,Evans LLC,Retail,AMER,140629,Negotiation,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-07-18
OPP-37120,"Davis, Blackwell and Irwin",FinTech,EMEA,87793,Negotiation,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-08-30
OPP-37121,Mcintosh Group,Logistics,APAC,191097,Negotiation,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-07-22
OPP-37122,"Avery, Miller and Jackson",FinTech,AMER,246540,Qualification,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2026-01-30
OPP-37123,Moore-Fields,Logistics,EMEA,42691,Closed Won,Partner,Customer requested a 15% discount; Finance approval pending.,2025-09-04
OPP-37124,"Rivera, King and Garrett",FinTech,APAC,158257,Proposal,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-06-19
OPP-37125,Brown-Braun,SaaS,APAC,73366,Proposal,Partner,"Great call, but internal restructuring might delay the sign-off.",2026-03-08
OPP-37126,Kirk-Sanchez,FinTech,AMER,60942,Discovery,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-11-20
OPP-37127,Jones Inc,HealthTech,AMER,83774,Closed Won,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-05-17
OPP-37128,White-Pineda,Logistics,EMEA,44206,Discovery,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-09-05
OPP-37129,Garrett Ltd,Retail,APAC,210650,Proposal,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-12-28
OPP-37130,"Bell, Barry and Campbell",FinTech,APAC,147466,Qualification,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-10-05
OPP-37131,Rodriguez-Cline,HealthTech,APAC,133714,Discovery,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2025-07-01
OPP-37132,Wilson-Ewing,SaaS,EMEA,219827,Qualification,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-03-31
OPP-37133,"Schultz, Lucas and Church",FinTech,APAC,16361,Qualification,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-06-15
OPP-37134,"Ramirez, Sexton and Jones",AI,APAC,151413,Qualification,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-07-09
OPP-37135,Dixon-Hall,Logistics,AMER,224927,Proposal,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-05-10
OPP-37136,Blanchard-Stevens,HealthTech,EMEA,24897,Qualification,Webinar,Decision maker is hesitant about the pricing structure.,2025-05-31
OPP-37137,"Alvarado, Murphy and Mejia",SaaS,AMER,197455,Closed Won,Partner,"Highly motivated, looking to close by the end of Q3.",2026-01-01
OPP-37138,Oneal-Martinez,Retail,APAC,132379,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2025-11-20
OPP-37139,"Jones, Barrett and Jensen",AI,APAC,98546,Discovery,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-05-02
OPP-37140,Carrillo LLC,Logistics,APAC,73959,Closed Won,Webinar,Decision maker is hesitant about the pricing structure.,2026-01-05
OPP-37141,Lawrence and Sons,AI,AMER,90061,Qualification,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-11-05
OPP-37142,"Wise, Graham and Owens",FinTech,AMER,164620,Proposal,G2 Review,They are comparing us to a local competitor in Berlin.,2025-11-18
OPP-37143,Bryant Group,SaaS,APAC,178128,Negotiation,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-06-14
OPP-37144,Scott Ltd,SaaS,AMER,71058,Closed Lost,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2026-02-25
OPP-37145,Juarez-Johnson,HealthTech,AMER,29391,Discovery,Webinar,"Great call, but internal restructuring might delay the sign-off.",2026-02-06
OPP-37146,Chen and Sons,Retail,AMER,161426,Negotiation,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-12-08
OPP-37147,"Black, Cortez and Gomez",Logistics,APAC,200132,Closed Won,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-04-06
OPP-37148,Martin-Hinton,Logistics,EMEA,77231,Discovery,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-05-15
OPP-37149,Schneider-Hicks,Retail,EMEA,159465,Closed Won,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-09-12
OPP-37150,Butler-Anderson,Retail,AMER,214578,Closed Won,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-08-09
OPP-37151,"Hale, Hudson and Bradford",HealthTech,EMEA,59081,Discovery,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-06-26
OPP-37152,"Espinoza, Gardner and Everett",FinTech,EMEA,173882,Qualification,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-03-22
OPP-37153,Cunningham-Graham,Logistics,AMER,116650,Proposal,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-11-27
OPP-37154,Jordan PLC,AI,AMER,101516,Negotiation,G2 Review,Decision maker is hesitant about the pricing structure.,2025-08-15
OPP-37155,Garcia Group,FinTech,APAC,142703,Proposal,Partner,"Highly motivated, looking to close by the end of Q3.",2025-12-21
OPP-37156,Hoffman-Rodriguez,SaaS,EMEA,246831,Proposal,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2026-02-07
OPP-37157,Gonzalez and Sons,Logistics,APAC,79751,Closed Lost,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-12-20
OPP-37158,"Hartman, Buckley and Logan",Logistics,APAC,100183,Qualification,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-06-22
OPP-37159,White Ltd,HealthTech,AMER,222617,Negotiation,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-10-24
OPP-37160,Adams-Jones,HealthTech,AMER,188307,Discovery,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-10-03
OPP-37161,Brown PLC,FinTech,EMEA,123753,Closed Lost,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-07-19
OPP-37162,Lamb LLC,SaaS,AMER,40792,Closed Won,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-07-07
OPP-37163,Davis-Carter,HealthTech,AMER,180893,Proposal,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-12-26
OPP-37164,Romero-Gonzalez,Retail,EMEA,38627,Discovery,Partner,They are comparing us to a local competitor in Berlin.,2026-01-02
OPP-37165,Curtis PLC,Retail,APAC,115730,Closed Won,Partner,"Budget is approved, but they need an API integration for Python.",2025-05-22
OPP-37166,"Clarke, Gilbert and Jackson",Logistics,EMEA,117284,Qualification,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-05-09
OPP-37167,"Williams, Jimenez and Thomas",SaaS,APAC,238355,Closed Won,Partner,Decision maker is hesitant about the pricing structure.,2026-02-12
OPP-37168,Miller Ltd,Retail,APAC,19943,Discovery,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-09-25
OPP-37169,"Hernandez, Woods and Wilson",SaaS,APAC,230437,Closed Won,Partner,They are comparing us to a local competitor in Berlin.,2025-11-16
OPP-37170,Carson PLC,AI,EMEA,168334,Closed Won,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-10-29
OPP-37171,Mitchell-Lopez,AI,AMER,105842,Proposal,G2 Review,Customer requested a 15% discount; Finance approval pending.,2025-07-10
OPP-37172,Bennett Inc,SaaS,AMER,122903,Discovery,Partner,Customer requested a 15% discount; Finance approval pending.,2025-03-23
OPP-37173,Colon PLC,Retail,APAC,121470,Proposal,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-11-08
OPP-37174,Lyons Inc,Logistics,AMER,150588,Negotiation,Webinar,"Budget is approved, but they need an API integration for Python.",2026-01-20
OPP-37175,Roach-Lopez,Retail,AMER,44989,Qualification,G2 Review,They are comparing us to a local competitor in Berlin.,2025-06-09
OPP-37176,"Snyder, Arellano and Martin",HealthTech,APAC,200261,Qualification,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-06-14
OPP-37177,Martin-Williams,AI,EMEA,57210,Negotiation,LinkedIn,Decision maker is hesitant about the pricing structure.,2026-02-02
OPP-37178,Michael Inc,HealthTech,EMEA,88813,Closed Lost,Partner,Decision maker is hesitant about the pricing structure.,2025-11-08
OPP-37179,Jefferson-Alexander,HealthTech,AMER,139871,Negotiation,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-10-29
OPP-37180,Garcia PLC,Logistics,AMER,193075,Closed Lost,Partner,Customer requested a 15% discount; Finance approval pending.,2025-05-29
OPP-37181,Erickson and Sons,HealthTech,EMEA,18071,Qualification,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2026-01-15
OPP-37182,"Sharp, Mccall and Hicks",FinTech,AMER,31668,Qualification,Partner,"Great call, but internal restructuring might delay the sign-off.",2025-06-13
OPP-37183,Cabrera Group,FinTech,EMEA,205640,Closed Lost,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-08-18
OPP-37184,Tran Ltd,FinTech,EMEA,126035,Discovery,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-07-13
OPP-37185,Mclaughlin LLC,Logistics,APAC,166917,Negotiation,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-08-23
OPP-37186,Harris-Wade,SaaS,AMER,57374,Discovery,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-07-17
OPP-37187,Mendoza LLC,SaaS,EMEA,239169,Negotiation,G2 Review,"Great call, but internal restructuring might delay the sign-off.",2025-04-08
OPP-37188,Mckee and Sons,Logistics,EMEA,209099,Closed Lost,Partner,"Great call, but internal restructuring might delay the sign-off.",2026-01-21
OPP-37189,"Smith, King and Cole",Logistics,AMER,174563,Qualification,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-08-15
OPP-37190,Frey PLC,FinTech,AMER,112076,Qualification,Webinar,"Great call, but internal restructuring might delay the sign-off.",2025-07-06
OPP-37191,"Johnson, Burns and Johnson",AI,APAC,109807,Closed Won,Cold Outbound,They are comparing us to a local competitor in Berlin.,2025-07-05
OPP-37192,Mason PLC,Logistics,EMEA,95152,Negotiation,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-10-04
OPP-37193,"Vega, Sharp and Eaton",Retail,AMER,223763,Proposal,Cold Outbound,Customer requested a 15% discount; Finance approval pending.,2025-12-10
OPP-37194,Lindsey-Rodriguez,SaaS,APAC,39064,Proposal,LinkedIn,They are comparing us to a local competitor in Berlin.,2026-03-04
OPP-37195,Hodges Inc,Retail,EMEA,193987,Negotiation,Partner,They are comparing us to a local competitor in Berlin.,2026-01-28
OPP-37196,Nielsen-Chapman,Retail,EMEA,109144,Proposal,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-12-18
OPP-37197,Dixon-Roach,FinTech,EMEA,244381,Discovery,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-12-25
OPP-37198,"Vang, Webb and Turner",HealthTech,APAC,122889,Negotiation,Partner,They are comparing us to a local competitor in Berlin.,2025-11-12
OPP-37199,Chapman-Harris,HealthTech,EMEA,109284,Closed Lost,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-04-25
OPP-37200,"Sutton, Cardenas and Norris",SaaS,EMEA,66580,Qualification,Webinar,They are comparing us to a local competitor in Berlin.,2026-03-02
OPP-37201,Rodgers and Sons,Logistics,EMEA,236158,Proposal,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2026-01-11
OPP-37202,"Hogan, Cortez and Galloway",HealthTech,APAC,201923,Qualification,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2025-04-05
OPP-37203,Padilla PLC,Logistics,APAC,56559,Qualification,Partner,"Highly motivated, looking to close by the end of Q3.",2026-03-02
OPP-37204,Carroll LLC,AI,AMER,124986,Discovery,Partner,Customer requested a 15% discount; Finance approval pending.,2026-02-02
OPP-37205,Hampton-Nash,HealthTech,EMEA,152451,Closed Lost,G2 Review,Decision maker is hesitant about the pricing structure.,2025-09-03
OPP-37206,Davis and Sons,SaaS,APAC,210257,Closed Won,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-06-26
OPP-37207,Perez LLC,FinTech,EMEA,36268,Closed Lost,Partner,Decision maker is hesitant about the pricing structure.,2025-12-16
OPP-37208,Davies Ltd,AI,EMEA,226637,Closed Won,G2 Review,They are comparing us to a local competitor in Berlin.,2025-09-20
OPP-37209,Mullins Inc,Retail,EMEA,155974,Proposal,LinkedIn,Technical gap: missing multi-currency support in the dashboard.,2026-03-14
OPP-37210,Sanford-Morris,Retail,AMER,38874,Closed Won,Webinar,Technical gap: missing multi-currency support in the dashboard.,2026-02-18
OPP-37211,"Odonnell, Buckley and Hill",Retail,APAC,116960,Closed Lost,Partner,Customer requested a 15% discount; Finance approval pending.,2025-03-19
OPP-37212,Cline-Novak,FinTech,AMER,178238,Closed Won,Cold Outbound,"Budget is approved, but they need an API integration for Python.",2025-07-13
OPP-37213,"Robles, Watts and Thompson",AI,APAC,217642,Closed Lost,Cold Outbound,"Highly motivated, looking to close by the end of Q3.",2025-07-16
OPP-37214,"Johnson, Johnson and Velasquez",Logistics,AMER,18742,Discovery,Partner,Technical gap: missing multi-currency support in the dashboard.,2025-05-07
OPP-37215,Howell-Griffith,Retail,APAC,240848,Negotiation,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-03-17
OPP-37216,"Ortiz, Todd and Howard",Logistics,EMEA,85156,Negotiation,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-12-11
OPP-37217,"Joseph, Braun and Burke",SaaS,APAC,65047,Proposal,Webinar,"Budget is approved, but they need an API integration for Python.",2025-06-28
OPP-37218,Hardin-Macdonald,AI,EMEA,145658,Discovery,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2026-03-05
OPP-37219,Blevins-Bauer,Retail,EMEA,103158,Qualification,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-09-18
OPP-37220,"Miranda, Hansen and Garrett",Logistics,AMER,141162,Discovery,Partner,They are comparing us to a local competitor in Berlin.,2025-06-23
OPP-37221,Cunningham-Smith,Logistics,APAC,131432,Proposal,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-05-01
OPP-37222,Hawkins Inc,Logistics,AMER,188070,Negotiation,Webinar,"Highly motivated, looking to close by the end of Q3.",2025-10-25
OPP-37223,Stevens-Lang,Logistics,APAC,58876,Qualification,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-12-24
OPP-37224,"Thompson, Malone and Richardson",Retail,AMER,165530,Closed Lost,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-06-29
OPP-37225,Murphy-Fitzgerald,AI,AMER,132517,Discovery,Cold Outbound,They are comparing us to a local competitor in Berlin.,2026-02-02
OPP-37226,Guerrero Ltd,HealthTech,APAC,64591,Closed Won,Webinar,Customer requested a 15% discount; Finance approval pending.,2025-11-15
OPP-37227,"Oconnor, Yang and Ellis",HealthTech,AMER,64982,Closed Lost,Partner,They are comparing us to a local competitor in Berlin.,2025-08-28
OPP-37228,"Guzman, Mcguire and Chung",Logistics,AMER,163054,Closed Won,Webinar,"Highly motivated, looking to close by the end of Q3.",2026-03-10
OPP-37229,Cross Ltd,FinTech,AMER,201268,Proposal,G2 Review,Decision maker is hesitant about the pricing structure.,2025-11-20
OPP-37230,Sanchez Inc,SaaS,APAC,79258,Proposal,G2 Review,"Highly motivated, looking to close by the end of Q3.",2025-08-11
OPP-37231,Mercer-Moore,AI,APAC,194778,Negotiation,LinkedIn,They are comparing us to a local competitor in Berlin.,2025-11-21
OPP-37232,"Huerta, Keller and Stanton",Logistics,EMEA,199804,Closed Lost,Webinar,Technical gap: missing multi-currency support in the dashboard.,2025-09-25
OPP-37233,"Jimenez, Skinner and Miller",FinTech,EMEA,244293,Negotiation,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-08-17
OPP-37234,Hess and Sons,Logistics,AMER,135960,Closed Won,LinkedIn,Decision maker is hesitant about the pricing structure.,2025-06-22
OPP-37235,Cooper LLC,FinTech,EMEA,137998,Qualification,Cold Outbound,Technical gap: missing multi-currency support in the dashboard.,2025-06-20
OPP-37236,"Smith, Davis and Johnson",SaaS,APAC,233903,Proposal,Webinar,Customer requested a 15% discount; Finance approval pending.,2026-02-11
OPP-37237,Thomas LLC,Retail,EMEA,55910,Negotiation,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-06-30
OPP-37238,"Thompson, Hughes and Trevino",Logistics,APAC,18930,Closed Won,Cold Outbound,"Great call, but internal restructuring might delay the sign-off.",2025-05-19
OPP-37239,"Mcdonald, Thompson and Flores",AI,EMEA,168158,Qualification,Partner,They are comparing us to a local competitor in Berlin.,2025-07-15
OPP-37240,Stephenson Ltd,HealthTech,APAC,238277,Proposal,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-05-01
OPP-37241,Blanchard-Johnson,AI,AMER,64399,Discovery,G2 Review,Technical gap: missing multi-currency support in the dashboard.,2025-12-17
OPP-37242,Wilkins-Anderson,Logistics,AMER,78706,Negotiation,Cold Outbound,Decision maker is hesitant about the pricing structure.,2025-07-16
OPP-37243,"Zamora, Schwartz and Peterson",SaaS,EMEA,93545,Closed Lost,LinkedIn,"Highly motivated, looking to close by the end of Q3.",2025-08-16
OPP-37244,Mcgee PLC,AI,AMER,179580,Qualification,Webinar,They are comparing us to a local competitor in Berlin.,2025-12-03
OPP-37245,Hunter-Schaefer,Retail,EMEA,189172,Qualification,Partner,"Budget is approved, but they need an API integration for Python.",2025-09-26
OPP-37246,Kirk PLC,HealthTech,AMER,61612,Proposal,LinkedIn,"Great call, but internal restructuring might delay the sign-off.",2025-06-15
OPP-37247,"Hunter, Carney and Walker",SaaS,AMER,142616,Closed Lost,LinkedIn,Customer requested a 15% discount; Finance approval pending.,2026-01-09
OPP-37248,Shepherd-House,Logistics,APAC,177771,Qualification,Webinar,"Budget is approved, but they need an API integration for Python.",2026-01-13
OPP-37249,Johnson-Ellis,FinTech,APAC,244292,Proposal,Partner,Customer requested a 15% discount; Finance approval pending.,2025-05-15
OPP-37250,"Jimenez, Rivera and Hill",SaaS,AMER,189310,Closed Won,LinkedIn,"Budget is approved, but they need an API integration for Python.",2025-10-17
OPP-37251,Smith Group,HealthTech,AMER,53296,Negotiation,Webinar,Decision maker is hesitant about the pricing structure.,2025-03-15
